,average,sd,score
val2017/000000356125.jpg,117.772,76.758,0.802
val2017/000000009769.jpg,117.615,68.005,0.619
val2017/000000377575.jpg,120.778,61.288,0.002
val2017/000000554838.jpg,119.684,57.666,0.061
val2017/000000169169.jpg,121.406,68.269,0.847
val2017/000000474452.jpg,120.072,60.768,0.035
val2017/000000547336.jpg,117.177,56.631,0.82
val2017/000000452784.jpg,117.013,61.654,0.53
val2017/000000009448.jpg,107.177,65.081,0.805
val2017/000000229221.jpg,117.347,84.559,0.016
val2017/000000023126.jpg,117.349,66.316,0.904
val2017/000000089556.jpg,117.846,80.927,0.353
val2017/000000198489.jpg,114.687,52.772,0.909
val2017/000000132375.jpg,116.382,62.348,0.64
val2017/000000474095.jpg,117.372,67.956,0.836
val2017/000000562443.jpg,121.397,59.315,0.014
val2017/000000362682.jpg,116.881,79.161,0.494
val2017/000000569273.jpg,120.417,53.869,0.736
val2017/000000329456.jpg,116.875,82.059,0.858
val2017/000000279774.jpg,125.88,51.547,0.899
val2017/000000268000.jpg,117.008,71.781,0.653
val2017/000000222094.jpg,113.694,61.617,0.455
val2017/000000089271.jpg,120.754,61.284,0.007
val2017/000000063740.jpg,118.941,69.438,0.689
val2017/000000411938.jpg,121.104,58.128,0.865
val2017/000000095786.jpg,117.937,68.445,0.0
val2017/000000318238.jpg,127.188,81.583,0.002
val2017/000000277005.jpg,119.478,63.523,0.911
val2017/000000055528.jpg,117.749,62.587,0.727
val2017/000000134096.jpg,128.724,59.477,0.003
val2017/000000545730.jpg,117.918,57.502,0.033
val2017/000000172935.jpg,117.628,51.768,0.51
val2017/000000354829.jpg,117.976,58.821,0.313
val2017/000000502347.jpg,114.044,48.946,0.01
val2017/000000172571.jpg,120.117,56.5,0.337
val2017/000000276434.jpg,118.885,63.387,0.409
val2017/000000291791.jpg,128.204,78.068,0.584
val2017/000000408112.jpg,117.575,59.972,0.713
val2017/000000012576.jpg,117.659,65.067,0.764
val2017/000000262487.jpg,115.588,38.715,0.759
val2017/000000493905.jpg,122.039,73.8,0.859
val2017/000000221017.jpg,120.972,53.025,0.0
val2017/000000563281.jpg,121.803,50.9,0.863
val2017/000000241668.jpg,123.615,60.986,0.747
val2017/000000071711.jpg,117.591,61.585,0.819
val2017/000000400803.jpg,112.856,60.278,0.801
val2017/000000073702.jpg,116.718,80.581,0.8
val2017/000000367095.jpg,120.658,83.633,0.71
val2017/000000181542.jpg,117.891,68.707,0.913
val2017/000000256868.jpg,120.596,52.446,0.864
val2017/000000214703.jpg,117.28,36.332,0.764
val2017/000000482585.jpg,118.679,79.563,0.838
val2017/000000455157.jpg,118.14,43.921,0.813
val2017/000000228144.jpg,117.924,78.224,0.002
val2017/000000340894.jpg,119.366,70.118,0.689
val2017/000000571313.jpg,119.611,56.945,0.499
val2017/000000440171.jpg,121.77,82.962,0.716
val2017/000000172856.jpg,113.071,41.496,0.025
val2017/000000156292.jpg,118.697,49.915,0.826
val2017/000000075612.jpg,121.978,65.458,0.896
val2017/000000212559.jpg,118.184,67.454,0.224
val2017/000000399205.jpg,115.025,62.212,0.848
val2017/000000516804.jpg,112.487,57.007,0.003
val2017/000000166391.jpg,117.055,28.129,0.281
val2017/000000121242.jpg,124.425,66.832,0.795
val2017/000000413552.jpg,122.928,62.808,0.762
val2017/000000537506.jpg,118.458,66.225,0.792
val2017/000000452321.jpg,118.041,59.744,0.629
val2017/000000490470.jpg,117.517,65.819,0.04
val2017/000000292225.jpg,123.797,51.459,0.619
val2017/000000331280.jpg,118.126,72.85,0.79
val2017/000000227491.jpg,115.558,55.834,0.867
val2017/000000565153.jpg,124.31,61.538,0.014
val2017/000000410221.jpg,106.816,45.337,0.001
val2017/000000398377.jpg,122.429,76.875,0.829
val2017/000000448076.jpg,116.639,62.513,0.929
val2017/000000560178.jpg,118.404,51.575,0.441
val2017/000000020059.jpg,123.834,83.26,0.0
val2017/000000044699.jpg,120.069,40.0,0.013
val2017/000000018380.jpg,122.509,64.82,0.783
val2017/000000535094.jpg,121.223,66.376,0.242
val2017/000000150649.jpg,118.435,49.509,0.897
val2017/000000032901.jpg,122.054,62.486,0.812
val2017/000000188439.jpg,121.026,74.442,0.683
val2017/000000423104.jpg,122.973,65.084,0.861
val2017/000000110784.jpg,117.721,74.427,0.877
val2017/000000530466.jpg,115.697,56.109,0.025
val2017/000000408120.jpg,120.176,57.672,0.879
val2017/000000156071.jpg,121.684,46.746,0.875
val2017/000000210032.jpg,121.899,65.647,0.738
val2017/000000305609.jpg,120.151,60.645,0.36
val2017/000000165518.jpg,114.55,42.838,0.835
val2017/000000084492.jpg,119.28,79.535,0.872
val2017/000000307074.jpg,116.804,66.44,0.0
val2017/000000474078.jpg,124.497,53.683,0.842
val2017/000000419096.jpg,119.03,62.828,0.001
val2017/000000028993.jpg,121.362,80.911,0.546
val2017/000000368752.jpg,123.115,78.588,0.651
val2017/000000127092.jpg,116.935,59.372,0.685
val2017/000000223738.jpg,120.068,75.987,0.842
val2017/000000426372.jpg,119.934,76.045,0.027
val2017/000000308391.jpg,119.131,65.14,0.015
val2017/000000475484.jpg,120.958,65.081,0.675
val2017/000000078748.jpg,120.517,70.678,0.84
val2017/000000270386.jpg,116.448,57.757,0.001
val2017/000000001503.jpg,119.494,57.291,0.005
val2017/000000007816.jpg,126.607,45.809,0.894
val2017/000000388056.jpg,122.455,55.25,0.819
val2017/000000331817.jpg,117.888,61.174,0.472
val2017/000000015751.jpg,117.307,41.332,0.288
val2017/000000159399.jpg,122.655,66.412,0.827
val2017/000000193884.jpg,118.865,44.515,0.012
val2017/000000539883.jpg,120.212,64.136,0.051
val2017/000000458054.jpg,120.673,62.19,0.009
val2017/000000447917.jpg,133.63,36.755,0.889
val2017/000000442456.jpg,119.636,67.331,0.88
val2017/000000204871.jpg,118.128,66.756,0.72
val2017/000000552842.jpg,130.065,27.978,0.834
val2017/000000251824.jpg,125.981,48.255,0.487
val2017/000000429718.jpg,121.24,77.197,0.409
val2017/000000459467.jpg,118.415,69.241,0.02
val2017/000000548267.jpg,119.866,55.795,0.004
val2017/000000548339.jpg,120.069,58.222,0.882
val2017/000000334530.jpg,119.323,59.024,0.864
val2017/000000457078.jpg,118.959,65.541,0.659
val2017/000000355817.jpg,120.378,57.517,0.463
val2017/000000576566.jpg,117.697,79.536,0.766
val2017/000000281693.jpg,122.007,66.974,0.175
val2017/000000534639.jpg,118.486,81.086,0.489
val2017/000000440184.jpg,118.727,55.881,0.895
val2017/000000563604.jpg,120.416,72.607,0.788
val2017/000000399655.jpg,120.268,75.565,0.034
val2017/000000460929.jpg,119.271,47.991,0.002
val2017/000000071938.jpg,119.645,60.493,0.65
val2017/000000270402.jpg,118.199,65.155,0.047
val2017/000000229659.jpg,123.677,68.436,0.693
val2017/000000296657.jpg,124.259,68.011,0.921
val2017/000000114770.jpg,120.636,50.884,0.015
val2017/000000459272.jpg,117.998,97.938,0.693
val2017/000000277051.jpg,119.105,50.961,0.092
val2017/000000120572.jpg,118.748,48.114,0.143
val2017/000000058384.jpg,129.32,61.06,0.021
val2017/000000521141.jpg,121.139,65.724,0.877
val2017/000000143556.jpg,119.942,79.746,0.827
val2017/000000534601.jpg,120.243,68.227,0.156
val2017/000000032081.jpg,133.364,41.863,0.865
val2017/000000314264.jpg,121.836,66.52,0.806
val2017/000000528862.jpg,124.617,45.775,0.079
val2017/000000210789.jpg,122.125,68.632,0.87
val2017/000000033104.jpg,114.866,74.585,0.817
val2017/000000250137.jpg,119.168,78.366,0.764
val2017/000000190637.jpg,121.738,68.745,0.762
val2017/000000435205.jpg,127.679,55.68,0.27
val2017/000000080659.jpg,121.008,68.662,0.762
val2017/000000111951.jpg,136.69,38.107,0.084
val2017/000000500477.jpg,125.717,54.043,0.488
val2017/000000502336.jpg,119.569,74.583,0.817
val2017/000000347335.jpg,122.679,39.225,0.0
val2017/000000571718.jpg,122.478,73.619,0.804
val2017/000000505169.jpg,118.794,42.756,0.009
val2017/000000119038.jpg,119.887,59.842,0.016
val2017/000000401250.jpg,113.565,26.116,0.645
val2017/000000096427.jpg,121.264,42.279,0.889
val2017/000000370375.jpg,126.365,57.535,0.833
val2017/000000550691.jpg,120.069,79.92,0.608
val2017/000000399462.jpg,129.089,39.871,0.923
val2017/000000508101.jpg,117.999,22.307,0.832
val2017/000000244379.jpg,120.938,84.368,0.0
val2017/000000145020.jpg,119.803,60.96,0.735
val2017/000000148957.jpg,123.579,37.99,0.004
val2017/000000550797.jpg,119.085,54.886,0.001
val2017/000000462371.jpg,125.35,80.74,0.695
val2017/000000180751.jpg,120.146,65.182,0.81
val2017/000000507037.jpg,119.897,76.621,0.897
val2017/000000051961.jpg,119.538,76.792,0.005
val2017/000000430286.jpg,119.598,62.34,0.001
val2017/000000491497.jpg,121.456,40.342,0.663
val2017/000000291634.jpg,120.995,80.583,0.873
val2017/000000376900.jpg,122.09,84.027,0.917
val2017/000000065455.jpg,125.471,61.951,0.721
val2017/000000357748.jpg,116.676,75.814,0.708
val2017/000000196843.jpg,124.45,71.099,0.569
val2017/000000453722.jpg,121.725,61.776,0.004
val2017/000000511999.jpg,121.006,73.869,0.826
val2017/000000169356.jpg,121.719,55.634,0.627
val2017/000000102805.jpg,120.308,64.147,0.735
val2017/000000270066.jpg,120.187,69.112,0.001
val2017/000000248284.jpg,124.339,55.943,0.871
val2017/000000465718.jpg,121.712,64.839,0.696
val2017/000000022479.jpg,119.584,70.78,0.833
val2017/000000281409.jpg,121.198,66.895,0.855
val2017/000000305695.jpg,118.72,54.104,0.024
val2017/000000226417.jpg,119.831,64.042,0.828
val2017/000000082715.jpg,116.89,51.119,0.843
val2017/000000535253.jpg,120.596,75.335,0.415
val2017/000000049060.jpg,120.225,82.345,0.702
val2017/000000391144.jpg,122.2,68.373,0.001
val2017/000000443426.jpg,120.31,42.989,0.727
val2017/000000414340.jpg,121.127,80.511,0.016
val2017/000000289222.jpg,119.738,57.328,0.414
val2017/000000240049.jpg,119.828,72.436,0.685
val2017/000000377588.jpg,124.136,41.07,0.867
val2017/000000182155.jpg,126.307,60.408,0.808
val2017/000000267670.jpg,122.35,46.496,0.0
val2017/000000578967.jpg,119.956,81.746,0.434
val2017/000000335800.jpg,114.731,47.744,0.064
val2017/000000382088.jpg,121.927,35.13,0.001
val2017/000000232244.jpg,123.224,52.615,0.001
val2017/000000176857.jpg,120.252,44.854,0.81
val2017/000000012639.jpg,125.179,53.208,0.931
val2017/000000157847.jpg,117.596,56.71,0.006
val2017/000000242678.jpg,126.005,83.82,0.846
val2017/000000099054.jpg,119.615,49.169,0.607
val2017/000000349302.jpg,123.503,61.998,0.109
val2017/000000441491.jpg,128.619,67.48,0.674
val2017/000000329080.jpg,122.164,64.252,0.001
val2017/000000268378.jpg,120.886,52.344,0.765
val2017/000000553511.jpg,119.442,59.482,0.535
val2017/000000173799.jpg,128.124,52.421,0.919
val2017/000000546219.jpg,120.372,73.667,0.722
val2017/000000344614.jpg,120.431,50.56,0.346
val2017/000000338905.jpg,122.222,78.571,0.73
val2017/000000445999.jpg,120.493,80.516,0.713
val2017/000000400794.jpg,122.236,63.982,0.709
val2017/000000559160.jpg,125.192,76.369,0.872
val2017/000000200839.jpg,126.816,63.692,0.709
val2017/000000350003.jpg,122.839,64.845,0.797
val2017/000000491464.jpg,125.245,69.192,0.795
val2017/000000188906.jpg,124.067,47.119,0.001
val2017/000000350488.jpg,121.6,51.959,0.26
val2017/000000008532.jpg,118.251,68.025,0.892
val2017/000000486479.jpg,125.038,31.508,0.013
val2017/000000348481.jpg,119.64,68.24,0.623
val2017/000000460682.jpg,120.654,65.992,0.004
val2017/000000097230.jpg,123.004,74.878,0.002
val2017/000000117197.jpg,122.108,55.586,0.861
val2017/000000041488.jpg,127.256,96.719,0.0
val2017/000000526103.jpg,124.525,56.804,0.004
val2017/000000506454.jpg,132.363,40.196,0.005
val2017/000000501368.jpg,112.239,54.054,0.411
val2017/000000295713.jpg,121.847,73.224,0.867
val2017/000000046497.jpg,118.447,56.871,0.724
val2017/000000201426.jpg,124.719,58.672,0.762
val2017/000000189806.jpg,122.989,67.618,0.014
val2017/000000462728.jpg,120.541,53.268,0.619
val2017/000000322610.jpg,120.791,84.094,0.836
val2017/000000212072.jpg,119.671,56.054,0.007
val2017/000000576052.jpg,120.053,48.191,0.853
val2017/000000303893.jpg,123.969,71.426,0.878
val2017/000000050149.jpg,130.077,64.35,0.13
val2017/000000512657.jpg,123.653,60.633,0.898
val2017/000000176606.jpg,129.706,60.083,0.36
val2017/000000351823.jpg,121.524,40.166,0.901
val2017/000000182805.jpg,122.837,71.051,0.704
val2017/000000229849.jpg,119.994,58.487,0.884
val2017/000000569565.jpg,123.164,64.878,0.491
val2017/000000410487.jpg,123.533,71.542,0.001
val2017/000000033707.jpg,129.053,76.398,0.004
val2017/000000505789.jpg,120.38,70.563,0.771
val2017/000000575243.jpg,120.999,80.989,0.608
val2017/000000007795.jpg,123.269,62.938,0.001
val2017/000000327701.jpg,124.729,72.579,0.715
val2017/000000281929.jpg,122.933,60.171,0.898
val2017/000000343934.jpg,121.845,67.084,0.001
val2017/000000068933.jpg,121.06,76.474,0.002
val2017/000000287291.jpg,122.29,67.687,0.83
val2017/000000060090.jpg,121.243,67.416,0.664
val2017/000000286523.jpg,121.514,68.12,0.857
val2017/000000248616.jpg,126.84,71.918,0.927
val2017/000000516601.jpg,113.057,56.174,0.817
val2017/000000485071.jpg,118.607,46.639,0.845
val2017/000000166165.jpg,127.591,49.99,0.882
val2017/000000575372.jpg,117.254,44.972,0.022
val2017/000000475387.jpg,121.919,67.157,0.873
val2017/000000463199.jpg,121.981,61.288,0.798
val2017/000000138115.jpg,124.761,71.152,0.799
val2017/000000410456.jpg,122.407,75.096,0.895
val2017/000000098839.jpg,121.566,72.999,0.017
val2017/000000475365.jpg,120.426,71.731,0.001
val2017/000000042070.jpg,121.559,78.622,0.418
val2017/000000085823.jpg,116.249,64.596,0.001
val2017/000000315450.jpg,120.378,70.593,0.103
val2017/000000288391.jpg,130.667,62.685,0.001
val2017/000000328683.jpg,122.899,67.016,0.17
val2017/000000484351.jpg,124.648,73.096,0.868
val2017/000000231125.jpg,131.207,76.157,0.519
val2017/000000183437.jpg,124.682,60.464,0.867
val2017/000000206025.jpg,119.415,79.37,0.81
val2017/000000157124.jpg,123.85,75.325,0.009
val2017/000000524456.jpg,125.507,71.155,0.489
val2017/000000057672.jpg,123.375,43.765,0.762
val2017/000000082696.jpg,128.011,49.334,0.562
val2017/000000096493.jpg,119.727,61.871,0.73
val2017/000000074646.jpg,116.19,44.168,0.789
val2017/000000577932.jpg,121.659,52.376,0.868
val2017/000000493772.jpg,120.02,59.786,0.575
val2017/000000269942.jpg,119.977,81.311,0.024
val2017/000000069213.jpg,122.252,89.657,0.807
val2017/000000249643.jpg,123.17,79.607,0.341
val2017/000000201072.jpg,125.787,62.477,0.917
val2017/000000415882.jpg,121.844,78.279,0.662
val2017/000000051008.jpg,122.227,92.149,0.0
val2017/000000193181.jpg,129.715,54.733,0.858
val2017/000000405432.jpg,121.73,49.082,0.008
val2017/000000553339.jpg,124.609,76.723,0.112
val2017/000000347370.jpg,130.262,57.994,0.283
val2017/000000509258.jpg,123.542,49.979,0.014
val2017/000000263463.jpg,123.815,75.343,0.005
val2017/000000286907.jpg,121.505,34.604,0.096
val2017/000000397303.jpg,123.295,71.164,0.779
val2017/000000507223.jpg,123.175,61.997,0.849
val2017/000000338718.jpg,122.102,57.582,0.318
val2017/000000135604.jpg,132.493,46.101,0.865
val2017/000000515025.jpg,124.146,76.535,0.694
val2017/000000288685.jpg,125.134,58.066,0.823
val2017/000000438907.jpg,123.187,65.158,0.871
val2017/000000384350.jpg,120.362,47.836,0.0
val2017/000000340451.jpg,126.352,69.474,0.883
val2017/000000273551.jpg,125.35,68.454,0.103
val2017/000000274272.jpg,121.413,51.746,0.684
val2017/000000465836.jpg,120.283,55.513,0.918
val2017/000000130826.jpg,121.683,67.788,0.771
val2017/000000551820.jpg,126.616,60.631,0.875
val2017/000000018837.jpg,124.472,58.586,0.814
val2017/000000177934.jpg,122.422,82.503,0.923
val2017/000000349837.jpg,127.269,62.196,0.0
val2017/000000442822.jpg,123.021,60.396,0.351
val2017/000000374727.jpg,122.929,77.615,0.0
val2017/000000579818.jpg,123.539,58.463,0.546
val2017/000000191288.jpg,125.799,65.278,0.79
val2017/000000550714.jpg,131.811,58.583,0.645
val2017/000000488385.jpg,122.965,55.421,0.001
val2017/000000151629.jpg,127.651,50.283,0.855
val2017/000000289741.jpg,118.713,50.178,0.831
val2017/000000059598.jpg,123.448,59.784,0.687
val2017/000000067534.jpg,121.719,69.837,0.633
val2017/000000431545.jpg,141.996,35.534,0.889
val2017/000000430073.jpg,124.454,53.742,0.839
val2017/000000092939.jpg,125.145,69.241,0.745
val2017/000000252559.jpg,122.788,66.09,0.836
val2017/000000447169.jpg,122.551,60.141,0.27
val2017/000000454798.jpg,126.36,61.976,0.77
val2017/000000533493.jpg,120.372,86.405,0.779
val2017/000000424545.jpg,124.974,90.956,0.004
val2017/000000180798.jpg,117.189,47.682,0.0
val2017/000000103548.jpg,129.124,45.772,0.846
val2017/000000125257.jpg,121.002,55.826,0.857
val2017/000000079969.jpg,122.15,61.296,0.828
val2017/000000422706.jpg,117.725,58.904,0.633
val2017/000000560911.jpg,128.161,85.4,0.748
val2017/000000148620.jpg,130.309,50.039,0.024
val2017/000000426203.jpg,123.754,71.762,0.755
val2017/000000272566.jpg,130.405,69.283,0.873
val2017/000000006771.jpg,123.139,58.748,0.773
val2017/000000006818.jpg,120.125,63.602,0.0
val2017/000000217957.jpg,125.086,80.293,0.044
val2017/000000154425.jpg,125.246,77.184,0.895
val2017/000000225405.jpg,135.58,45.774,0.88
val2017/000000320232.jpg,122.57,89.162,0.533
val2017/000000029397.jpg,124.904,41.401,0.55
val2017/000000303818.jpg,124.176,54.42,0.855
val2017/000000568290.jpg,125.068,60.174,0.802
val2017/000000478420.jpg,121.351,70.095,0.891
val2017/000000427500.jpg,123.052,55.247,0.001
val2017/000000046252.jpg,132.078,57.735,0.887
val2017/000000023272.jpg,125.833,58.352,0.196
val2017/000000491213.jpg,124.876,71.716,0.074
val2017/000000230819.jpg,121.615,49.856,0.899
val2017/000000037670.jpg,127.258,42.709,0.447
val2017/000000082812.jpg,124.216,75.176,0.79
val2017/000000234660.jpg,123.726,80.073,0.001
val2017/000000498709.jpg,126.906,49.281,0.098
val2017/000000206487.jpg,127.683,77.349,0.742
val2017/000000412240.jpg,123.086,78.691,0.08
val2017/000000529122.jpg,128.508,70.769,0.748
val2017/000000481567.jpg,123.798,57.469,0.708
val2017/000000037751.jpg,123.281,71.734,0.824
val2017/000000276055.jpg,124.816,77.392,0.869
val2017/000000100274.jpg,124.188,66.989,0.027
val2017/000000343149.jpg,125.599,74.898,0.864
val2017/000000217219.jpg,126.432,33.258,0.002
val2017/000000191614.jpg,129.369,81.183,0.764
val2017/000000026941.jpg,124.942,61.785,0.737
val2017/000000513580.jpg,122.725,60.443,0.69
val2017/000000182923.jpg,129.64,52.208,0.861
val2017/000000486112.jpg,125.879,67.769,0.706
val2017/000000550349.jpg,124.379,66.888,0.853
val2017/000000515982.jpg,129.287,54.439,0.781
val2017/000000459757.jpg,135.809,34.388,0.001
val2017/000000526728.jpg,119.739,60.99,0.809
val2017/000000526706.jpg,123.131,50.939,0.045
val2017/000000081766.jpg,124.491,63.734,0.003
val2017/000000110638.jpg,130.827,69.48,0.002
val2017/000000030504.jpg,119.278,70.39,0.813
val2017/000000413395.jpg,123.127,85.884,0.702
val2017/000000135670.jpg,127.307,53.55,0.0
val2017/000000349184.jpg,125.647,57.581,0.7
val2017/000000149222.jpg,125.807,51.745,0.619
val2017/000000310622.jpg,122.949,75.3,0.0
val2017/000000546823.jpg,124.362,76.452,0.84
val2017/000000426268.jpg,123.81,78.954,0.74
val2017/000000017899.jpg,125.392,68.438,0.754
val2017/000000212573.jpg,125.01,63.11,0.84
val2017/000000258883.jpg,126.328,67.645,0.494
val2017/000000308476.jpg,127.251,60.028,0.018
val2017/000000392722.jpg,123.988,56.121,0.879
val2017/000000378454.jpg,120.19,25.758,0.738
val2017/000000200667.jpg,124.785,60.224,0.0
val2017/000000494913.jpg,132.172,68.674,0.717
val2017/000000475064.jpg,125.263,75.264,0.725
val2017/000000314914.jpg,126.693,61.781,0.275
val2017/000000551794.jpg,124.41,49.887,0.76
val2017/000000172617.jpg,124.911,65.806,0.799
val2017/000000088218.jpg,115.733,46.314,0.0
val2017/000000372307.jpg,130.316,67.468,0.166
val2017/000000082688.jpg,123.309,75.352,0.846
val2017/000000467776.jpg,136.255,47.977,0.14
val2017/000000076211.jpg,123.531,52.955,0.373
val2017/000000414133.jpg,122.511,44.348,0.005
val2017/000000061584.jpg,127.077,92.824,0.831
val2017/000000497568.jpg,123.227,80.112,0.747
val2017/000000467848.jpg,126.141,66.567,0.768
val2017/000000397354.jpg,126.547,57.243,0.698
val2017/000000469246.jpg,124.566,68.338,0.772
val2017/000000359937.jpg,127.68,58.909,0.006
val2017/000000065485.jpg,125.263,64.603,0.005
val2017/000000528977.jpg,121.725,62.423,0.001
val2017/000000404534.jpg,124.174,84.719,0.297
val2017/000000489924.jpg,128.042,34.271,0.725
val2017/000000356612.jpg,124.163,60.135,0.77
val2017/000000226111.jpg,125.339,76.231,0.1
val2017/000000345941.jpg,127.819,85.492,0.388
val2017/000000098018.jpg,124.773,73.714,0.001
val2017/000000121586.jpg,126.018,53.971,0.069
val2017/000000067896.jpg,124.861,61.324,0.001
val2017/000000357501.jpg,124.161,48.327,0.194
val2017/000000255718.jpg,128.078,81.414,0.012
val2017/000000271997.jpg,126.623,65.436,0.831
val2017/000000565989.jpg,124.27,93.125,0.395
val2017/000000447465.jpg,123.473,55.889,0.879
val2017/000000360097.jpg,125.754,59.443,0.401
val2017/000000480985.jpg,124.773,82.187,0.788
val2017/000000574823.jpg,125.388,46.155,0.89
val2017/000000411754.jpg,122.591,52.142,0.732
val2017/000000511599.jpg,126.492,59.184,0.834
val2017/000000520264.jpg,132.784,72.643,0.822
val2017/000000081594.jpg,126.708,73.5,0.92
val2017/000000522713.jpg,125.398,56.541,0.427
val2017/000000174123.jpg,128.964,68.388,0.344
val2017/000000249180.jpg,125.76,73.191,0.791
val2017/000000144003.jpg,125.903,68.666,0.808
val2017/000000011149.jpg,124.932,53.99,0.74
val2017/000000514508.jpg,123.083,60.317,0.759
val2017/000000005037.jpg,124.062,74.909,0.625
val2017/000000512985.jpg,126.71,87.804,0.873
val2017/000000471087.jpg,125.009,65.08,0.844
val2017/000000398028.jpg,131.442,54.122,0.853
val2017/000000366711.jpg,131.876,51.885,0.788
val2017/000000503755.jpg,120.61,60.131,0.815
val2017/000000329041.jpg,123.788,60.432,0.447
val2017/000000368456.jpg,125.46,70.577,0.0
val2017/000000056350.jpg,126.325,73.349,0.419
val2017/000000231169.jpg,125.078,60.817,0.216
val2017/000000395801.jpg,124.259,69.276,0.796
val2017/000000130566.jpg,130.442,67.11,0.003
val2017/000000374982.jpg,123.863,57.749,0.851
val2017/000000141671.jpg,125.152,34.786,0.663
val2017/000000297084.jpg,123.756,65.377,0.797
val2017/000000081738.jpg,128.392,53.517,0.341
val2017/000000333956.jpg,125.652,76.924,0.039
val2017/000000084431.jpg,133.055,40.41,0.644
val2017/000000251140.jpg,128.472,69.407,0.841
val2017/000000510329.jpg,127.138,73.955,0.752
val2017/000000573008.jpg,124.697,31.427,0.003
val2017/000000474039.jpg,126.585,85.017,0.65
val2017/000000020553.jpg,132.619,44.393,0.225
val2017/000000040083.jpg,125.5,79.775,0.734
val2017/000000177357.jpg,124.615,46.456,0.808
val2017/000000231879.jpg,127.731,62.308,0.835
val2017/000000459954.jpg,127.367,65.054,0.611
val2017/000000013729.jpg,126.754,57.035,0.91
val2017/000000016010.jpg,129.22,68.628,0.006
val2017/000000322895.jpg,126.489,69.306,0.0
val2017/000000462904.jpg,127.141,75.989,0.676
val2017/000000429690.jpg,123.084,66.893,0.879
val2017/000000402992.jpg,131.392,51.548,0.0
val2017/000000124975.jpg,130.059,59.512,0.001
val2017/000000230362.jpg,126.046,74.781,0.127
val2017/000000476770.jpg,131.341,59.961,0.81
val2017/000000504415.jpg,126.992,64.639,0.857
val2017/000000390555.jpg,129.846,60.376,0.825
val2017/000000002473.jpg,116.934,60.069,0.832
val2017/000000209829.jpg,124.787,57.874,0.871
val2017/000000033114.jpg,126.696,32.093,0.265
val2017/000000134689.jpg,127.455,57.75,0.0
val2017/000000189310.jpg,131.101,68.148,0.002
val2017/000000460967.jpg,126.283,74.42,0.493
val2017/000000199055.jpg,127.979,44.274,0.895
val2017/000000002006.jpg,122.425,59.845,0.76
val2017/000000309655.jpg,119.584,59.956,0.853
val2017/000000098287.jpg,126.014,91.069,0.802
val2017/000000499031.jpg,127.409,62.438,0.93
val2017/000000521717.jpg,119.055,63.807,0.892
val2017/000000223182.jpg,126.793,70.559,0.811
val2017/000000415990.jpg,131.8,72.753,0.772
val2017/000000061418.jpg,126.073,55.962,0.811
val2017/000000153529.jpg,126.741,66.706,0.872
val2017/000000441468.jpg,127.892,66.914,0.809
val2017/000000225946.jpg,127.401,52.023,0.0
val2017/000000259690.jpg,129.812,55.075,0.898
val2017/000000364126.jpg,128.277,34.943,0.882
val2017/000000431876.jpg,128.559,63.453,0.707
val2017/000000121417.jpg,126.073,63.289,0.661
val2017/000000162732.jpg,127.184,66.858,0.849
val2017/000000321557.jpg,127.229,72.376,0.019
val2017/000000186345.jpg,121.866,35.394,0.01
val2017/000000213086.jpg,127.809,69.109,0.538
val2017/000000537153.jpg,121.022,37.485,0.503
val2017/000000284725.jpg,126.664,63.038,0.517
val2017/000000121031.jpg,133.167,58.109,0.868
val2017/000000540932.jpg,125.475,47.343,0.779
val2017/000000091654.jpg,132.194,47.539,0.005
val2017/000000514376.jpg,130.282,74.509,0.063
val2017/000000015272.jpg,127.841,77.156,0.006
val2017/000000515579.jpg,126.429,64.858,0.879
val2017/000000038678.jpg,125.43,71.976,0.794
val2017/000000554002.jpg,127.29,54.097,0.778
val2017/000000167067.jpg,129.447,61.774,0.748
val2017/000000523241.jpg,127.694,84.082,0.031
val2017/000000185472.jpg,133.168,66.159,0.833
val2017/000000032570.jpg,126.481,59.874,0.911
val2017/000000409198.jpg,134.069,47.832,0.832
val2017/000000396526.jpg,128.392,85.115,0.005
val2017/000000377723.jpg,126.178,69.464,0.859
val2017/000000441247.jpg,128.11,47.387,0.824
val2017/000000144798.jpg,136.322,52.352,0.003
val2017/000000414510.jpg,125.213,55.604,0.775
val2017/000000141821.jpg,126.453,46.032,0.561
val2017/000000140987.jpg,128.458,71.756,0.637
val2017/000000091615.jpg,131.816,52.31,0.003
val2017/000000450202.jpg,127.191,66.652,0.474
val2017/000000220732.jpg,127.05,63.317,0.769
val2017/000000053909.jpg,128.244,69.302,0.307
val2017/000000110721.jpg,127.338,70.385,0.589
val2017/000000503855.jpg,140.147,65.328,0.847
val2017/000000537827.jpg,138.169,37.78,0.889
val2017/000000394940.jpg,126.542,61.271,0.716
val2017/000000031620.jpg,130.829,49.327,0.773
val2017/000000109441.jpg,124.194,64.475,0.105
val2017/000000231549.jpg,129.208,64.794,0.007
val2017/000000234526.jpg,131.617,67.597,0.664
val2017/000000521259.jpg,131.448,70.406,0.903
val2017/000000372203.jpg,126.625,49.941,0.12
val2017/000000079588.jpg,130.941,80.711,0.759
val2017/000000116825.jpg,127.107,67.671,0.001
val2017/000000528314.jpg,125.781,66.236,0.811
val2017/000000046463.jpg,129.209,35.524,0.217
val2017/000000020571.jpg,128.522,69.89,0.63
val2017/000000087144.jpg,130.762,74.294,0.906
